statecode,countycode,v005_race_AIAN,v005_race_asian,v005_race_black,v005_race_hispanic,v005_race_white,v005_race_flag_CT
00,000,4000,1576,4268,2758,2529,
01,000,7625,1889,4074,2997,3201,
01,001,,,3747,,4255,
01,003,,,3274,,2861,
01,005,,,5265,,3358,
01,007,,,8851,,4706,
01,009,,,,,2069,
01,011,,,5000,,2937,
01,013,,,4307,,3673,
01,015,,,4480,,3495,
01,017,,,2904,,3409,
01,019,,,,,4059,
01,021,,,4003,,2345,
01,023,,,2476,,2837,
01,025,,,2409,,2642,
01,027,,,,,2593,
01,029,,,,,3822,
01,031,,,4757,,3126,
01,033,,,4664,,3710,
01,035,,,10910,,8423,
01,037,,,1800,,2168,
01,039,,,6745,,5137,
01,041,,,1612,,2511,
01,043,,,,,3942,
01,045,,,3060,,2890,
01,047,,,4154,,2362,
01,049,,,,,3147,
01,051,,,4097,,3464,
01,053,9087,,4166,,3396,
01,055,,,4386,,3937,
01,057,,,932,,3792,
01,059,,,5940,,5321,
01,061,,,3050,,3149,
01,063,,,2712,,,
01,065,,,4988,,3780,
01,067,,,3397,,3916,
01,069,,,6391,,3109,
01,071,,,1789,,2318,
01,073,,859,3962,3308,2838,
01,075,,,,,2944,
01,077,,,4046,,3084,
01,079,,,2205,,3709,
01,081,,,3049,,1974,
01,083,,,4630,,2689,
01,085,,,4162,,2471,
01,087,,,3698,,971,
01,089,,1336,3746,4076,2419,
01,091,,,3445,,2800,
01,093,,,5740,,5075,
01,095,,,,,3262,
01,097,,4388,4660,4505,3340,
01,099,,,4536,,3517,
01,101,,2118,4214,,2821,
01,103,,,4924,,3570,
01,105,,,4770,,2626,
01,107,,,4761,,2691,
01,109,,,2111,,3098,
01,111,,,6292,,2888,
01,113,,,2702,,2964,
01,115,,,3200,,3930,
01,117,,,2937,,2841,
01,119,,,3123,,1534,
01,121,,,3177,,3365,
01,123,,,203,,1961,
01,125,,,4294,,3826,
01,127,,,2442,,4258,
01,129,,,1566,,4638,
01,131,,,4513,,1267,
01,133,,,,,6930,
02,000,4043,2537,2679,1551,1653,
02,013,,,,,,
02,016,,,,,,
02,020,3657,2871,2831,1092,1492,
02,050,3180,,,,,
02,060,,,,,,
02,063,,,,,,
02,066,,,,,,
02,068,,,,,,
02,070,6474,,,,,
02,090,1227,1649,1875,1439,1165,
02,100,,,,,,
02,105,,,,,,
02,110,2685,715,,8201,1469,
02,122,,,,,,
02,130,3630,,,,1755,
02,150,2270,,,,414,
02,158,3925,,,,,
02,164,,,,,,
02,170,3518,,1629,790,1680,
02,180,6505,,,,,
02,185,,,,,,
02,188,,,,,,
02,195,,,,,,
02,198,,,,,,
02,220,3140,,,,2825,
02,230,3693,,,,1611,
02,240,,,,,642,
02,275,,,,,,
02,282,,,,,,
02,290,1521,,,,,
04,000,4392,1587,2877,1977,1863,
04,001,4888,5219,,1261,1477,
04,003,,544,551,948,1677,
04,005,3327,1838,,1185,1284,
04,007,4400,,,2714,1476,
04,009,3560,,,,1273,
04,011,,,,816,1711,
04,012,2502,,,,2444,
04,013,4752,1610,3263,2320,1989,
04,015,2202,,1427,2013,1931,
04,017,3863,,,2583,1498,
04,019,4009,656,2218,1616,1649,
04,021,6016,1770,2056,2047,1903,
04,023,,,,898,824,
04,025,,1360,,2010,1704,
04,027,3206,,,1568,2104,
05,000,3576,1896,3797,3275,2935,
05,001,,,3333,,2867,
05,003,,,4311,,4188,
05,005,,,,17647,3147,
05,007,,,,2943,2142,
05,009,,,,,2309,
05,011,,,3734,,2801,
05,013,,,5746,,3256,
05,015,,,,,1659,
05,017,,,6483,,3552,
05,019,,,1218,,2024,
05,021,,,,,5376,
05,023,,,,,1941,
05,025,,,,,3446,
05,027,,,4271,,3146,
05,029,,,3340,,2698,
05,031,,,9522,11125,3571,
05,033,2176,,,,3184,
05,035,,,3608,,2617,
05,037,,,1410,,4811,
05,039,,,,,3216,
05,041,,,4295,,5053,
05,043,,,4494,,6440,
05,045,,,3083,,2619,
05,047,,,,,3843,
05,049,,,,,3324,
05,051,,,3043,,2664,
05,053,,,,,2854,
05,055,,,,,4095,
05,057,,,4117,,3640,
05,059,,,1967,,2531,
05,061,,,1103,,3312,
05,063,,,6166,,3644,
05,065,,,,,3478,
05,067,,,5159,,5954,
05,069,,,4152,16000,3391,
05,071,,,,,3114,
05,073,,,1003,,3808,
05,075,,,,,2750,
05,077,,,2916,,2058,
05,079,,,1226,,3916,
05,081,,,2871,,2985,
05,083,,,,,3687,
05,085,,,3294,2475,2742,
05,087,,,,,1493,
05,089,,,,,2168,
05,091,,,2838,,3393,
05,093,,,5681,9496,4019,
05,095,,,2332,,3882,
05,097,,,,,2873,
05,099,,,487,,2532,
05,101,,,,,1711,
05,103,,,3088,,1795,
05,105,,,,,3346,
05,107,,,2026,,2495,
05,109,,,,,2920,
05,111,,,701,,4903,
05,113,,,,,3445,
05,115,,,,,2616,
05,117,,,,,3186,
05,119,,431,3571,1651,2466,
05,121,,,,,3574,
05,123,,,3604,,2955,
05,125,,,2009,,3479,
05,127,,,,,4192,
05,129,,,,,2710,
05,131,3899,2394,2553,2193,3185,
05,133,,,8201,,3030,
05,135,,,,22446,2394,
05,137,,,,,2390,
05,139,,,4072,,2699,
05,141,,,,,2334,
05,143,,2363,5322,1723,1979,
05,145,,,8695,,4045,
05,147,,,5950,,4075,
05,149,,,10370,5282,5197,
06,000,3924,1585,4346,2881,2043,
06,001,,1391,4026,2490,1946,
06,003,,,,,,
06,005,,,,,1856,
06,007,3829,1470,8040,3315,3313,
06,009,,,,2160,1816,
06,011,12480,,,1865,3632,
06,013,,1428,4176,2453,2038,
06,015,3715,,,,1962,
06,017,2978,813,2930,2473,2042,
06,019,5692,2230,6994,3330,2906,
06,021,,9826,,3130,4157,
06,023,4560,447,,1961,1967,
06,025,8667,,3401,2262,2618,
06,027,,,,,1330,
06,029,4023,1669,4234,3250,2517,
06,031,5755,,3634,2716,2415,
06,033,4923,,487,1070,1986,
06,035,,,,3196,3014,
06,037,4761,1620,4790,3438,2151,
06,039,6237,,3724,3112,2399,
06,041,,1192,3986,2598,1313,
06,043,,,,2313,2460,
06,045,4492,,2221,1535,1768,
06,047,12794,4058,4858,3273,3603,
06,049,,,,,2183,
06,051,,,,,1625,
06,053,,1860,3082,3031,2139,
06,055,,1109,424,2190,1638,
06,057,,,,2047,1621,
06,059,3341,1586,2213,2470,1604,
06,061,1827,1145,2081,1418,1728,
06,063,4666,,,,1747,
06,065,3769,1390,3840,2697,2153,
06,067,3133,2232,4056,2773,2588,
06,069,,1813,,2558,2200,
06,071,3191,1779,4936,2924,2609,
06,073,5245,1554,4131,2497,1915,
06,075,8717,1426,5771,2529,1798,
06,077,,1739,4465,2604,2448,
06,079,4101,1640,2428,2132,1463,
06,081,,1084,2863,1779,1399,
06,083,,2132,3130,2010,1212,
06,085,1226,1462,3789,3049,1836,
06,087,5589,265,1573,2346,1452,
06,089,1775,1774,3245,1812,1976,
06,091,,,,,2405,
06,093,1794,,,,1553,
06,095,,1384,3285,2069,2047,
06,097,3052,1250,2051,2704,1771,
06,099,,2941,4006,2940,2845,
06,101,5752,2707,1148,2400,3173,
06,103,,,,2562,2188,
06,105,,,,,1902,
06,107,4593,698,5505,3104,2223,
06,109,,,,1149,2006,
06,111,,1872,3303,2710,1886,
06,113,,1087,1805,1973,2064,
06,115,1604,1517,1209,4685,3446,
08,000,3302,1211,2766,2113,1630,
08,001,,2020,2200,2104,2257,
08,003,,,,1772,2403,
08,005,,1134,2579,2070,1725,
08,007,,,,,852,
08,009,,,,,4278,
08,011,,,,,3769,
08,013,,480,5851,2614,1495,
08,014,,,,,1251,
08,015,,,,,1333,
08,017,,,,,,
08,019,,,,,2228,
08,021,,,,812,,
08,023,,,,2409,1469,
08,025,,,,,2917,
08,027,,,,,1464,
08,029,,,,1318,1359,
08,031,,793,2670,2110,1593,
08,033,,,,,1725,
08,035,,,1465,1229,1764,
08,037,,,,447,1001,
08,039,,,,,1502,
08,041,,627,2751,1913,1687,
08,043,,,,2198,1806,
08,045,,,,1951,1516,
08,047,,,,,,
08,049,,,,,1147,
08,051,,,,,506,
08,053,,,,,,
08,055,,,,,872,
08,057,,,,,,
08,059,,872,3765,1494,1491,
08,061,,,,,3357,
08,063,,,,,2595,
08,065,,,,,882,
08,067,2197,,,,1243,
08,069,,,4148,933,1491,
08,071,,,,2776,2374,
08,073,,,,,1600,
08,075,,,,2438,1814,
08,077,,,,2524,1402,
08,079,,,,,1369,
08,081,,,,,943,
08,083,4978,,,,654,
08,085,,,,,1116,
08,087,,,,,2075,
08,089,,,,1403,1665,
08,091,,,,,,
08,093,,,,,1812,
08,095,,,,,2944,
08,097,,,,,357,
08,099,,,,1278,3244,
08,101,,,3427,2645,2418,
08,103,,,,,3106,
08,105,,,,4449,3010,
08,107,,,,,855,
08,109,,,,2155,1848,
08,111,,,,,,
08,113,,,,,225,
08,115,,,,,1267,
08,117,,,,,797,
08,119,,,,,1200,
08,121,,,,,2051,
08,123,,,,2590,1865,
08,125,,,,,2030,
09,000,4893,1579,4100,3517,2422,
09,001,,1011,3815,2825,2140,A
09,003,,2022,3900,4237,2467,A
09,005,,1517,2511,4092,2269,A
09,007,,,1575,,2322,A
09,009,,1576,4481,3810,2563,A
09,011,7748,2238,5251,4120,2785,A
09,013,,,,755,2454,A
09,015,,,13597,1829,3278,A
09,110,,,,,,U
09,120,,,,,,U
09,130,,,,,,U
09,140,,,,,,U
09,150,,,,,,U
09,160,,,,,,U
09,170,,,,,,U
09,180,,,,,,U
09,190,,,,,,U
10,000,,1393,3948,2851,2564,
10,001,,,3100,1502,2698,
10,003,,1673,4514,3243,2884,
10,005,,1349,3148,1561,2203,
11,000,,972,4340,3051,1050,
11,001,,973,4341,3053,1050,
12,000,4554,1993,5189,4125,2790,
12,001,,1291,6733,3041,2740,
12,003,,,2767,,3673,
12,005,,1440,4502,4105,2496,
12,007,,,2500,,3804,
12,009,,1265,4360,2954,2559,
12,011,2297,2646,5236,3736,2964,
12,013,,,4760,,3311,
12,015,,1341,3177,2906,2616,
12,017,,1359,2270,4831,2819,
12,019,,2181,3518,2323,2784,
12,021,,3473,2835,3088,2337,
12,023,,,4935,2850,3701,
12,027,,,,2549,3527,
12,029,,,,,5174,
12,031,13717,1842,5048,3993,3243,
12,033,3350,1326,5090,2961,2837,
12,035,,,3732,828,2333,
12,037,,,,,2419,
12,039,,,5443,13749,2054,
12,041,,,,,4042,
12,043,,,2652,,4450,
12,045,,,2973,,2978,
12,047,,,6354,,2861,
12,049,,,6491,1787,2131,
12,051,23737,,4503,4077,2857,
12,053,,,5603,3673,3765,
12,055,,,7276,2353,2855,
12,057,,1730,5005,4495,3359,
12,059,,,,,3295,
12,061,,914,5109,1347,2177,
12,063,,,5466,,4014,
12,065,,,5073,,2984,
12,067,,,,,3002,
12,069,,1830,4497,3887,2629,
12,071,,1450,3812,3469,2422,
12,073,,1898,5528,,2385,
12,075,,,7771,,3260,
12,077,,,,,4107,
12,079,,,2193,,3357,
12,081,,721,3825,3686,1987,
12,083,,1290,4574,4163,2990,
12,085,,,5826,5352,2634,
12,086,,2572,5988,4576,2562,
12,087,,,7181,4445,1839,
12,089,,,935,,2668,
12,091,,2802,4231,3438,2842,
12,093,,,,1091,4102,
12,095,2042,2345,5630,4729,3386,
12,097,,2243,6268,5060,3844,
12,099,,1839,4445,2900,2309,
12,101,,1512,5108,4168,3676,
12,103,,1282,6116,4141,3181,
12,105,,3078,7176,4391,3772,
12,107,,,6859,6832,4557,
12,109,,1966,4240,3215,2265,
12,111,,1648,5685,3621,3268,
12,113,,1485,4044,1246,3480,
12,115,,1878,4568,3140,2100,
12,117,,2021,5672,3662,3273,
12,119,,,6830,4356,2368,
12,121,,,4283,,2909,
12,123,,,,,2778,
12,125,,,2888,,3743,
12,127,,626,4754,4008,2667,
12,129,,,5902,,3199,
12,131,,,2273,,2897,
12,133,,,6812,,3470,
13,000,1554,1670,4036,2320,2887,
13,001,,,6528,,3274,
13,003,,,3677,24000,4176,
13,005,,,9496,,3801,
13,007,,,,,5638,
13,009,,,3497,27273,2895,
13,011,,,,,4598,
13,013,,2677,5079,,3882,
13,015,,,5476,884,3847,
13,017,,,3741,,4239,
13,019,,,5766,,4105,
13,021,,3375,4610,,2977,
13,023,,,,,2849,
13,025,,,,,3541,
13,027,,,4786,,2214,
13,029,,,,,3149,
13,031,,,4714,,3419,
13,033,,,4534,,3221,
13,035,,,1730,,2506,
13,037,,,1425,,2178,
13,039,,,4023,1688,2682,
13,043,,,3092,,3466,
13,045,,,5295,788,3818,
13,047,,,,,2173,
13,049,,,2148,,2131,
13,051,,591,4431,,2336,
13,053,,,,,2197,
13,055,,,1996,,4292,
13,057,,3012,3654,,2690,
13,059,,,4822,,2577,
13,061,,,,,1425,
13,063,,1159,3822,2698,2306,
13,065,,,6391,,3433,
13,067,,1701,3668,1714,2583,
13,069,,,5115,,5234,
13,071,,,9467,5728,5120,
13,073,,,2400,1870,2147,
13,075,,,441,,4392,
13,077,,,4200,1307,2494,
13,079,,,2442,,974,
13,081,,,2915,,4751,
13,083,,,,,1931,
13,085,,,,,3087,
13,087,,,6068,,3073,
13,089,,1896,3618,1604,2233,
13,091,,,3208,,3407,
13,093,,,7354,,4336,
13,095,,,4385,,3502,
13,097,,,5386,,3699,
13,099,,,2728,,4177,
13,101,,,,,,
13,103,,,1897,,2329,
13,105,,,3037,,3346,
13,107,,,5603,,4161,
13,109,,,6716,,2803,
13,111,,,,,2262,
13,113,,,3052,1132,2063,
13,115,,,6583,,4017,
13,117,,566,,1946,2268,
13,119,,,,,4013,
13,121,,1575,4145,2137,1950,
13,123,,,,,1646,
13,125,,,,,1817,
13,127,,3284,5418,,2719,
13,129,,,,2002,2762,
13,131,,,2512,,2892,
13,133,,,3524,,2132,
13,135,,1816,4020,2394,2665,
13,137,,,,2050,2173,
13,139,,,4961,2293,3139,
13,141,,,1813,,2040,
13,143,,,,,3453,
13,145,,,2681,,2126,
13,147,,,5412,,3298,
13,149,,,,,4122,
13,151,,628,3277,460,2553,
13,153,,,4886,649,3405,
13,155,,,6858,,4708,
13,157,,,4625,,3680,
13,159,,,1796,,2356,
13,161,,,,,1633,
13,163,,,3597,,3338,
13,165,,,,,2295,
13,167,,,10713,,3077,
13,169,,,649,,3536,
13,171,,,2990,,2618,
13,173,,,,,3281,
13,175,,,3998,,2425,
13,177,,,3724,,4577,
13,179,,,2494,,2530,
13,181,,,2432,,2539,
13,183,,,8601,,3191,
13,185,,,3370,1289,2849,
13,187,,,36364,,3155,
13,189,,,3504,,2371,
13,191,,,8838,,3316,
13,193,,,3895,,2542,
13,195,,,5751,,3247,
13,197,,,1471,,3541,
13,199,,,2053,,2747,
13,201,,,2421,,3480,
13,205,,,4097,,4787,
13,207,,,1157,,2326,
13,209,,,,,4411,
13,211,,,700,,2405,
13,213,,,,2708,3519,
13,215,,566,3724,1658,2688,
13,217,,,4860,5005,3870,
13,219,,,2532,,3054,
13,221,,,6074,,2633,
13,223,,3813,4972,5924,4954,
13,225,,,3452,,3877,
13,227,,,,,3125,
13,229,,,952,,2647,
13,231,,,5918,,2739,
13,233,,,7425,,4158,
13,235,,,,,3818,
13,237,,,4148,,2669,
13,239,,,,,,
13,241,,,,,1489,
13,243,,,5106,,2020,
13,245,,2732,3215,1817,2693,
13,247,,,3706,,3674,
13,249,,,2528,,1255,
13,251,,,2763,,3780,
13,253,,,4123,,3269,
13,255,,,4036,,2101,
13,257,,,,,3653,
13,259,,,,,2106,
13,261,,,3396,,2451,
13,263,,,,,4072,
13,265,,,,,,
13,267,,,368,,2963,
13,269,,,8781,,5487,
13,271,,,2434,,2551,
13,273,,,11962,,2764,
13,275,,,4401,,2998,
13,277,,,6617,3069,3122,
13,279,,,7263,,3038,
13,281,,,,,2672,
13,283,,,1092,,2483,
13,285,,,4652,,3379,
13,287,,,3597,,2779,
13,289,,,2064,,2727,
13,291,,,,,2435,
13,293,,,2063,,3154,
13,295,,,2267,,3075,
13,297,,,4375,3728,3390,
13,299,,,4377,,3246,
13,301,,,6684,,3686,
13,303,,,2080,,2970,
13,305,,,5702,,3527,
13,307,,,,,3008,
13,309,,,,,3999,
13,311,,,,,2793,
13,313,,,7461,1769,3500,
13,315,,,3837,,3869,
13,317,,,2136,,2249,
13,319,,,,,2832,
13,321,,,4904,,5192,
15,000,,1547,1243,2670,1498,
15,001,,1616,,2261,1863,
15,003,,1555,1127,2841,1440,
15,005,,,,,,
15,007,,1964,,,1423,
15,009,,1273,,1957,1155,
16,000,3096,1134,3055,1884,1517,
16,001,4296,,2019,1379,1180,
16,003,,,,,689,
16,005,3330,,15000,,1967,
16,007,,,,,2139,
16,009,1238,,,,1424,
16,011,5152,,,,1746,
16,013,,,,,897,
16,015,,,,,908,
16,017,,,,,983,
16,019,,,,347,1406,
16,021,,,,,687,
16,023,,,,,810,
16,025,,,,,,
16,027,6166,,,2325,1560,
16,029,,,,,1762,
16,031,,,,1054,1546,
16,033,,,,,,
16,035,,,,,1879,
16,037,,,,,1149,
16,039,,6864,,,1635,
16,041,,,,,2543,
16,043,,,,,561,
16,045,,,,,415,
16,047,,,,,2001,
16,049,,,,,1662,
16,051,,,,,1551,
16,053,,,,855,2641,
16,055,,,,2291,1775,
16,057,,,,,1155,
16,059,,,,,1121,
16,061,4427,,,,1741,
16,063,,,,,1259,
16,065,,,,,1563,
16,067,,,,1191,837,
16,069,1204,,,,1394,
16,071,,,,,2862,
16,073,,,,,2297,
16,075,,,,,1064,
16,077,,,,,2174,
16,079,,,,,2305,
16,081,,,,,2813,
16,083,,,,,2274,
16,085,,,,,2168,
16,087,,,,,1022,
17,000,4860,1844,5753,3209,2981,
17,001,,,7373,,3484,
17,003,,,1554,,783,
17,005,,,,,4043,
17,007,,,,,3173,
17,009,,,,,3647,
17,011,,,,,1893,
17,013,,,,,4722,
17,015,,,,,2835,
17,017,,,,,3243,
17,019,,2842,8056,1836,3939,
17,021,,,,,4105,
17,023,,,,,4654,
17,025,,,,,4034,
17,027,,,,,2736,
17,029,,,,,5680,
17,031,952,1838,5902,3358,2665,
17,033,,,,,2745,
17,035,,,,,4830,
17,037,,,2819,1305,2713,
17,039,,,,,2653,
17,041,,,,,4216,
17,043,,1614,3970,2434,2578,
17,045,,,,,4589,
17,047,,,,,2519,
17,049,,,,,2856,
17,051,,,,,3989,
17,053,,,,,3359,
17,055,,,,,3878,
17,057,,,,,2859,
17,059,,,,,2894,
17,061,,,,,2623,
17,063,,,,2192,3015,
17,065,,,,,3900,
17,067,,,,,3066,
17,069,,,,,5504,
17,071,,,,,2612,
17,073,,,,,2281,
17,075,,,,2741,3472,
17,077,,,4005,,2638,
17,079,,,,,2781,
17,081,,,2634,,3679,
17,083,,,,,3552,
17,085,,,,,4221,
17,087,,,,,3259,
17,089,,2493,3720,3014,2747,
17,091,,,6831,2860,3146,
17,093,,3242,4881,4501,2694,
17,095,,,3956,,2674,
17,097,,1176,5560,3271,2736,
17,099,,,,1163,2356,
17,101,,,,,4160,
17,103,,,,6014,2795,
17,105,,,15789,,3133,
17,107,,,,,2778,
17,109,,,,,3604,
17,111,,1348,7183,3099,3410,
17,113,,,5303,2629,2993,
17,115,,,4956,,3566,
17,117,,,,,4057,
17,119,,,5907,,3643,
17,121,,,2748,,3602,
17,123,,,,,2358,
17,125,,,,,2674,
17,127,,,649,,4103,
17,129,,,,,2874,
17,131,,,,,1705,
17,133,,,,,3873,
17,135,,,,,3040,
17,137,,,6771,,2653,
17,139,,,,,3907,
17,141,,,,,3110,
17,143,,,4720,2928,2701,
17,145,,,,,2373,
17,147,,,,,2842,
17,149,,,,,3631,
17,151,,,,,2418,
17,153,,,,,3872,
17,155,,,,,1088,
17,157,,,1415,,3796,
17,159,,,,,3081,
17,161,,1961,1770,1816,2522,
17,163,,,6293,3498,3604,
17,165,,,,,3087,
17,167,,,6373,,4002,
17,169,,,,,1429,
17,171,,,,,2960,
17,173,,,,,3017,
17,175,,,,,1296,
17,177,,,6085,,2499,
17,179,,,,,2696,
17,181,,,,,3066,
17,183,,,3791,,3966,
17,185,,,,,4132,
17,187,,,,,2450,
17,189,,,,,2355,
17,191,,,,,2020,
17,193,,,,,3405,
17,195,,,11758,758,3035,
17,197,,3024,5310,2897,3643,
17,199,,,6066,,3487,
17,201,,949,6930,3178,2812,
17,203,,,,,2386,
18,000,10047,1684,4983,3304,2969,
18,001,,,,,2289,
18,003,,498,5865,2173,2934,
18,005,,,,,3391,
18,007,,,,,2877,
18,009,,,,,1698,
18,011,,,,,2587,
18,013,,,,,2412,
18,015,,,,,2579,
18,017,,,,,2383,
18,019,,,3544,,3684,
18,021,,,,,3185,
18,023,,,,,1599,
18,025,,,,,3118,
18,027,,,,28571,2582,
18,029,,,,,3119,
18,031,,,,,2737,
18,033,,,,,2959,
18,035,,,6804,,3662,
18,037,,,,5631,1647,
18,039,,2098,3057,2301,2439,
18,041,,,,,3605,
18,043,,,7011,6331,2781,
18,045,,,,,3776,
18,047,,,,,2659,
18,049,,,,,2007,
18,051,,,,,3133,
18,053,,,6319,8353,3678,
18,055,,,,,3177,
18,057,,1134,1113,1084,2072,
18,059,,,4323,,2360,
18,061,,,,,2606,
18,063,,2506,,,2478,
18,065,,,17636,,3830,
18,067,,,3595,,2977,
18,069,,,,,2789,
18,071,,,,10735,1845,
18,073,,,,,2989,
18,075,,,,,2824,
18,077,,,,,3426,
18,079,,,,,2728,
