GEO_ID,NAME,P2_001N,P2_002N,P2_003N,P2_004N
1400000US09003462202,"Census Tract 4622.02, Hartford County, Connecticut",2951,1788,1163,0
1400000US09003464101,"Census Tract 4641.01, Hartford County, Connecticut",5185,1474,3711,0
1400000US09003464102,"Census Tract 4641.02, Hartford County, Connecticut",4939,4776,163,0
1400000US09003466101,"Census Tract 4661.01, Hartford County, Connecticut",5675,5394,281,0
1400000US09003466102,"Census Tract 4661.02, Hartford County, Connecticut",5496,5435,61,0
1400000US09003466201,"Census Tract 4662.01, Hartford County, Connecticut",2685,2637,48,0
1400000US09003466202,"Census Tract 4662.02, Hartford County, Connecticut",3678,2230,1448,0
1400000US09003466300,"Census Tract 4663, Hartford County, Connecticut",4608,4551,57,0
1400000US09003466400,"Census Tract 4664, Hartford County, Connecticut",2375,1324,1051,0
1400000US09003468101,"Census Tract 4681.01, Hartford County, Connecticut",6912,2023,4889,0
1400000US09003468102,"Census Tract 4681.02, Hartford County, Connecticut",3991,3652,339,0
1400000US09003470100,"Census Tract 4701, Hartford County, Connecticut",5214,2567,2647,0
1400000US09003471100,"Census Tract 4711, Hartford County, Connecticut",3554,3554,0,0
1400000US09003471200,"Census Tract 4712, Hartford County, Connecticut",3171,3171,0,0
1400000US09003471300,"Census Tract 4713, Hartford County, Connecticut",5161,5161,0,0
1400000US09003471400,"Census Tract 4714, Hartford County, Connecticut",5665,5212,453,0
1400000US09003471500,"Census Tract 4715, Hartford County, Connecticut",3984,3984,0,0
1400000US09003473100,"Census Tract 4731, Hartford County, Connecticut",6162,6162,0,0
1400000US09003473400,"Census Tract 4734, Hartford County, Connecticut",2050,2050,0,0
1400000US09003473501,"Census Tract 4735.01, Hartford County, Connecticut",4638,4638,0,0
1400000US09003473502,"Census Tract 4735.02, Hartford County, Connecticut",3397,3397,0,0
1400000US09003473601,"Census Tract 4736.01, Hartford County, Connecticut",3286,3117,169,0
1400000US09003473602,"Census Tract 4736.02, Hartford County, Connecticut",2374,2374,0,0
1400000US09003473700,"Census Tract 4737, Hartford County, Connecticut",5748,5694,54,0
1400000US09003473800,"Census Tract 4738, Hartford County, Connecticut",1837,1837,0,0
1400000US09003476100,"Census Tract 4761, Hartford County, Connecticut",4734,4734,0,0
1400000US09003476200,"Census Tract 4762, Hartford County, Connecticut",2723,2723,0,0
1400000US09003476300,"Census Tract 4763, Hartford County, Connecticut",5156,5156,0,0
1400000US09003477101,"Census Tract 4771.01, Hartford County, Connecticut",4144,1844,2300,0
1400000US09003477103,"Census Tract 4771.03, Hartford County, Connecticut",5657,5657,0,0
1400000US09003477104,"Census Tract 4771.04, Hartford County, Connecticut",2959,2959,0,0
1400000US09003477200,"Census Tract 4772, Hartford County, Connecticut",2992,943,2049,0
1400000US09003480300,"Census Tract 4803, Hartford County, Connecticut",2173,2173,0,0
1400000US09003480400,"Census Tract 4804, Hartford County, Connecticut",3466,3466,0,0
1400000US09003480500,"Census Tract 4805, Hartford County, Connecticut",3256,3256,0,0
1400000US09003480600,"Census Tract 4806, Hartford County, Connecticut",4938,4938,0,0
1400000US09003480700,"Census Tract 4807, Hartford County, Connecticut",2175,2175,0,0
1400000US09003480800,"Census Tract 4808, Hartford County, Connecticut",4177,4177,0,0
1400000US09003480900,"Census Tract 4809, Hartford County, Connecticut",2989,2963,26,0
1400000US09003481000,"Census Tract 4810, Hartford County, Connecticut",3411,2520,891,0
1400000US09003481100,"Census Tract 4811, Hartford County, Connecticut",3686,3686,0,0
1400000US09003481200,"Census Tract 4812, Hartford County, Connecticut",3734,3734,0,0
1400000US09003481300,"Census Tract 4813, Hartford County, Connecticut",2807,2784,23,0
1400000US09003484100,"Census Tract 4841, Hartford County, Connecticut",5665,4276,1389,0
1400000US09003484200,"Census Tract 4842, Hartford County, Connecticut",5525,3649,1876,0
1400000US09003487100,"Census Tract 4871, Hartford County, Connecticut",7158,6855,303,0
1400000US09003487201,"Census Tract 4872.01, Hartford County, Connecticut",4581,4581,0,0
1400000US09003487202,"Census Tract 4872.02, Hartford County, Connecticut",3517,3517,0,0
1400000US09003487300,"Census Tract 4873, Hartford County, Connecticut",1434,917,517,0
1400000US09003487400,"Census Tract 4874, Hartford County, Connecticut",2621,2621,0,0
1400000US09003487500,"Census Tract 4875, Hartford County, Connecticut",7607,7607,0,0
1400000US09003490100,"Census Tract 4901, Hartford County, Connecticut",5577,5570,7,0
1400000US09003490303,"Census Tract 4903.03, Hartford County, Connecticut",4579,4579,0,0
1400000US09003490304,"Census Tract 4903.04, Hartford County, Connecticut",4031,4031,0,0
1400000US09003492100,"Census Tract 4921, Hartford County, Connecticut",3354,3348,6,0
1400000US09003492200,"Census Tract 4922, Hartford County, Connecticut",4263,4263,0,0
1400000US09003492300,"Census Tract 4923, Hartford County, Connecticut",6118,6118,0,0
1400000US09003492400,"Census Tract 4924, Hartford County, Connecticut",3007,3007,0,0
1400000US09003492500,"Census Tract 4925, Hartford County, Connecticut",3436,3436,0,0
1400000US09003492600,"Census Tract 4926, Hartford County, Connecticut",7120,7120,0,0
1400000US09003494100,"Census Tract 4941, Hartford County, Connecticut",6293,6293,0,0
1400000US09003494201,"Census Tract 4942.01, Hartford County, Connecticut",4687,4687,0,0
1400000US09003494202,"Census Tract 4942.02, Hartford County, Connecticut",2792,2792,0,0
1400000US09003494300,"Census Tract 4943, Hartford County, Connecticut",4034,4034,0,0
1400000US09003494400,"Census Tract 4944, Hartford County, Connecticut",4747,4747,0,0
1400000US09003494500,"Census Tract 4945, Hartford County, Connecticut",4366,4366,0,0
1400000US09003494600,"Census Tract 4946, Hartford County, Connecticut",3617,3617,0,0
1400000US09003496100,"Census Tract 4961, Hartford County, Connecticut",2683,2683,0,0
1400000US09003496200,"Census Tract 4962, Hartford County, Connecticut",4747,4747,0,0
1400000US09003496300,"Census Tract 4963, Hartford County, Connecticut",3650,3650,0,0
1400000US09003496400,"Census Tract 4964, Hartford County, Connecticut",2939,2939,0,0
1400000US09003496500,"Census Tract 4965, Hartford County, Connecticut",2801,2801,0,0
1400000US09003496600,"Census Tract 4966, Hartford County, Connecticut",2781,2781,0,0
1400000US09003496700,"Census Tract 4967, Hartford County, Connecticut",3674,3674,0,0
1400000US09003496800,"Census Tract 4968, Hartford County, Connecticut",3616,3616,0,0
1400000US09003496900,"Census Tract 4969, Hartford County, Connecticut",6179,6179,0,0
1400000US09003497000,"Census Tract 4970, Hartford County, Connecticut",4279,4279,0,0
1400000US09003497100,"Census Tract 4971, Hartford County, Connecticut",4041,4041,0,0
1400000US09003497200,"Census Tract 4972, Hartford County, Connecticut",2478,2478,0,0
1400000US09003497300,"Census Tract 4973, Hartford County, Connecticut",5478,5478,0,0
1400000US09003497400,"Census Tract 4974, Hartford County, Connecticut",4068,4068,0,0
1400000US09003497500,"Census Tract 4975, Hartford County, Connecticut",3972,3972,0,0
1400000US09003497600,"Census Tract 4976, Hartford County, Connecticut",2246,2246,0,0
1400000US09003497700,"Census Tract 4977, Hartford County, Connecticut",4451,4150,301,0
1400000US09003500100,"Census Tract 5001, Hartford County, Connecticut",3720,3720,0,0
1400000US09003500200,"Census Tract 5002, Hartford County, Connecticut",2179,2179,0,0
1400000US09003500300,"Census Tract 5003, Hartford County, Connecticut",1937,1937,0,0
1400000US09003500400,"Census Tract 5004, Hartford County, Connecticut",1862,1862,0,0
1400000US09003500500,"Census Tract 5005, Hartford County, Connecticut",1533,1533,0,0
1400000US09003500900,"Census Tract 5009, Hartford County, Connecticut",2027,2027,0,0
1400000US09003501200,"Census Tract 5012, Hartford County, Connecticut",2552,2552,0,0
1400000US09003501300,"Census Tract 5013, Hartford County, Connecticut",1707,1707,0,0
1400000US09003501400,"Census Tract 5014, Hartford County, Connecticut",2627,2627,0,0
1400000US09003501500,"Census Tract 5015, Hartford County, Connecticut",3783,3783,0,0
1400000US09003501700,"Census Tract 5017, Hartford County, Connecticut",1512,1512,0,0
1400000US09003501800,"Census Tract 5018, Hartford County, Connecticut",2898,2898,0,0
1400000US09003502100,"Census Tract 5021, Hartford County, Connecticut",2832,2832,0,0
1400000US09003502300,"Census Tract 5023, Hartford County, Connecticut",5910,5910,0,0
1400000US09003502400,"Census Tract 5024, Hartford County, Connecticut",5582,5582,0,0
1400000US09003502500,"Census Tract 5025, Hartford County, Connecticut",1768,1768,0,0
1400000US09003502600,"Census Tract 5026, Hartford County, Connecticut",3743,3743,0,0
1400000US09003502700,"Census Tract 5027, Hartford County, Connecticut",5001,5001,0,0
1400000US09003502800,"Census Tract 5028, Hartford County, Connecticut",2971,2971,0,0
1400000US09003502900,"Census Tract 5029, Hartford County, Connecticut",2776,2776,0,0
1400000US09003503000,"Census Tract 5030, Hartford County, Connecticut",2978,2978,0,0
1400000US09003503101,"Census Tract 5031.01, Hartford County, Connecticut",1677,1677,0,0
1400000US09003503102,"Census Tract 5031.02, Hartford County, Connecticut",2851,2851,0,0
1400000US09003503300,"Census Tract 5033, Hartford County, Connecticut",2617,2617,0,0
1400000US09003503500,"Census Tract 5035, Hartford County, Connecticut",1616,1616,0,0
1400000US09003503700,"Census Tract 5037, Hartford County, Connecticut",2450,2450,0,0
1400000US09003503800,"Census Tract 5038, Hartford County, Connecticut",2462,2462,0,0
1400000US09003503900,"Census Tract 5039, Hartford County, Connecticut",4772,4772,0,0
1400000US09003504000,"Census Tract 5040, Hartford County, Connecticut",3365,3365,0,0
1400000US09003504100,"Census Tract 5041, Hartford County, Connecticut",1918,1918,0,0
1400000US09003504200,"Census Tract 5042, Hartford County, Connecticut",4713,4713,0,0
1400000US09003504300,"Census Tract 5043, Hartford County, Connecticut",2022,2022,0,0
1400000US09003504500,"Census Tract 5045, Hartford County, Connecticut",3478,3478,0,0
1400000US09003504800,"Census Tract 5048, Hartford County, Connecticut",4576,4576,0,0
1400000US09003504900,"Census Tract 5049, Hartford County, Connecticut",4342,4342,0,0
1400000US09003510100,"Census Tract 5101, Hartford County, Connecticut",2224,2224,0,0
1400000US09003510200,"Census Tract 5102, Hartford County, Connecticut",2367,2367,0,0
1400000US09003510300,"Census Tract 5103, Hartford County, Connecticut",4185,4185,0,0
1400000US09003510400,"Census Tract 5104, Hartford County, Connecticut",5614,5614,0,0
1400000US09003510500,"Census Tract 5105, Hartford County, Connecticut",3139,3139,0,0
1400000US09003510600,"Census Tract 5106, Hartford County, Connecticut",5051,5051,0,0
1400000US09003510700,"Census Tract 5107, Hartford County, Connecticut",4915,4915,0,0
1400000US09003510800,"Census Tract 5108, Hartford County, Connecticut",3110,3110,0,0
1400000US09003510900,"Census Tract 5109, Hartford County, Connecticut",3699,3699,0,0
1400000US09003511000,"Census Tract 5110, Hartford County, Connecticut",3581,3581,0,0
1400000US09003511100,"Census Tract 5111, Hartford County, Connecticut",3742,3742,0,0
1400000US09003511200,"Census Tract 5112, Hartford County, Connecticut",3455,3455,0,0
1400000US09003511300,"Census Tract 5113, Hartford County, Connecticut",3542,3542,0,0
1400000US09003511400,"Census Tract 5114, Hartford County, Connecticut",2421,2421,0,0
1400000US09003514101,"Census Tract 5141.01, Hartford County, Connecticut",3160,3160,0,0
1400000US09003514103,"Census Tract 5141.03, Hartford County, Connecticut",4038,4038,0,0
1400000US09003514104,"Census Tract 5141.04, Hartford County, Connecticut",4244,4244,0,0
1400000US09003514200,"Census Tract 5142, Hartford County, Connecticut",3382,3382,0,0
1400000US09003514300,"Census Tract 5143, Hartford County, Connecticut",4363,4363,0,0
1400000US09003514400,"Census Tract 5144, Hartford County, Connecticut",4899,4899,0,0
1400000US09003514500,"Census Tract 5145, Hartford County, Connecticut",4481,4481,0,0
1400000US09003514600,"Census Tract 5146, Hartford County, Connecticut",5258,5258,0,0
1400000US09003514700,"Census Tract 5147, Hartford County, Connecticut",4403,4403,0,0
1400000US09003514800,"Census Tract 5148, Hartford County, Connecticut",3577,3577,0,0
1400000US09003514900,"Census Tract 5149, Hartford County, Connecticut",2987,2927,60,0
1400000US09003515000,"Census Tract 5150, Hartford County, Connecticut",2899,2899,0,0
1400000US09003515101,"Census Tract 5151.01, Hartford County, Connecticut",2525,2525,0,0
1400000US09003515102,"Census Tract 5151.02, Hartford County, Connecticut",6054,6054,0,0
1400000US09003515200,"Census Tract 5152, Hartford County, Connecticut",3443,2934,509,0
1400000US09003520100,"Census Tract 5201, Hartford County, Connecticut",5668,5668,0,0
1400000US09003520201,"Census Tract 5202.01, Hartford County, Connecticut",3883,1400,2483,0
1400000US09003520202,"Census Tract 5202.02, Hartford County, Connecticut",4253,2523,1730,0
1400000US09003520301,"Census Tract 5203.01, Hartford County, Connecticut",4732,4732,0,0
1400000US09003520302,"Census Tract 5203.02, Hartford County, Connecticut",4467,4458,9,0
1400000US09003520400,"Census Tract 5204, Hartford County, Connecticut",7794,7794,0,0
1400000US09003520501,"Census Tract 5205.01, Hartford County, Connecticut",4362,3504,858,0
1400000US09003524100,"Census Tract 5241, Hartford County, Connecticut",6133,0,6133,0
1400000US09003524200,"Census Tract 5242, Hartford County, Connecticut",6658,6658,0,0
1400000US09003524300,"Census Tract 5243, Hartford County, Connecticut",5329,5329,0,0
1400000US09003524400,"Census Tract 5244, Hartford County, Connecticut",3157,3157,0,0
1400000US09003524501,"Census Tract 5245.01, Hartford County, Connecticut",3422,3422,0,0
1400000US09003524502,"Census Tract 5245.02, Hartford County, Connecticut",2229,2229,0,0
1400000US09003524600,"Census Tract 5246, Hartford County, Connecticut",3198,3198,0,0
1400000US09003524700,"Census Tract 5247, Hartford County, Connecticut",3402,3402,0,0
1400000US09003980001,"Census Tract 9800.01, Hartford County, Connecticut",0,0,0,0
1400000US09003980002,"Census Tract 9800.02, Hartford County, Connecticut",0,0,0,0
1400000US09003980003,"Census Tract 9800.03, Hartford County, Connecticut",0,0,0,0
1400000US09003980100,"Census Tract 9801, Hartford County, Connecticut",889,889,0,0
1400000US09005250100,"Census Tract 2501, Litchfield County, Connecticut",1662,0,1662,0
1400000US09005253100,"Census Tract 2531, Litchfield County, Connecticut",3473,3454,19,0
1400000US09005253200,"Census Tract 2532, Litchfield County, Connecticut",7397,6214,1183,0
1400000US09005253400,"Census Tract 2534, Litchfield County, Connecticut",6216,4432,1784,0
1400000US09005253500,"Census Tract 2535, Litchfield County, Connecticut",5990,2265,3725,0
1400000US09005260200,"Census Tract 2602, Litchfield County, Connecticut",3211,0,3211,0
1400000US09005261100,"Census Tract 2611, Litchfield County, Connecticut",4194,0,4194,0
1400000US09005262100,"Census Tract 2621, Litchfield County, Connecticut",2680,0,2680,0
1400000US09005263200,"Census Tract 2632, Litchfield County, Connecticut",1567,0,1567,0
1400000US09005265100,"Census Tract 2651, Litchfield County, Connecticut",1351,0,1351,0
1400000US09005266100,"Census Tract 2661, Litchfield County, Connecticut",3019,0,3019,0
1400000US09005267100,"Census Tract 2671, Litchfield County, Connecticut",3646,17,3629,0
1400000US09005268100,"Census Tract 2681, Litchfield County, Connecticut",2260,0,2260,0
1400000US09005290100,"Census Tract 2901, Litchfield County, Connecticut",3647,77,3570,0
1400000US09005293100,"Census Tract 2931, Litchfield County, Connecticut",1361,8,1353,0
1400000US09005296100,"Census Tract 2961, Litchfield County, Connecticut",3150,0,3150,0
1400000US09005298300,"Census Tract 2983, Litchfield County, Connecticut",2729,1713,1016,0
1400000US09005298400,"Census Tract 2984, Litchfield County, Connecticut",2755,0,2755,0
1400000US09005300100,"Census Tract 3001, Litchfield County, Connecticut",2610,0,2610,0
1400000US09005300400,"Census Tract 3004, Litchfield County, Connecticut",2151,178,1973,0
1400000US09005300500,"Census Tract 3005, Litchfield County, Connecticut",3431,21,3410,0
1400000US09005303100,"Census Tract 3031, Litchfield County, Connecticut",2256,0,2256,0
1400000US09005306100,"Census Tract 3061, Litchfield County, Connecticut",6658,894,5764,0
1400000US09005310100,"Census Tract 3101, Litchfield County, Connecticut",4253,4253,0,0
1400000US09005310200,"Census Tract 3102, Litchfield County, Connecticut",2844,2844,0,0
1400000US09005310300,"Census Tract 3103, Litchfield County, Connecticut",1801,1801,0,0
1400000US09005310400,"Census Tract 3104, Litchfield County, Connecticut",2578,2578,0,0
1400000US09005310500,"Census Tract 3105, Litchfield County, Connecticut",1806,1806,0,0
1400000US09005310601,"Census Tract 3106.01, Litchfield County, Connecticut",3454,3342,112,0
1400000US09005310602,"Census Tract 3106.02, Litchfield County, Connecticut",4427,4427,0,0
1400000US09005310700,"Census Tract 3107, Litchfield County, Connecticut",4379,2148,2231,0
1400000US09005310801,"Census Tract 3108.01, Litchfield County, Connecticut",2385,2153,232,0
1400000US09005310803,"Census Tract 3108.03, Litchfield County, Connecticut",4802,4752,50,0
1400000US09005310804,"Census Tract 3108.04, Litchfield County, Connecticut",2786,2317,469,0
1400000US09005320101,"Census Tract 3201.01, Litchfield County, Connecticut",1388,1388,0,0
1400000US09005320102,"Census Tract 3201.02, Litchfield County, Connecticut",4551,3836,715,0
1400000US09005320200,"Census Tract 3202, Litchfield County, Connecticut",4285,2523,1762,0
1400000US09005342100,"Census Tract 3421, Litchfield County, Connecticut",3385,0,3385,0
1400000US09005349100,"Census Tract 3491, Litchfield County, Connecticut",4792,2295,2497,0
1400000US09005349200,"Census Tract 3492, Litchfield County, Connecticut",2650,2364,286,0
1400000US09005360100,"Census Tract 3601, Litchfield County, Connecticut",5285,5007,278,0
1400000US09005360200,"Census Tract 3602, Litchfield County, Connecticut",7720,5376,2344,0
1400000US09005360300,"Census Tract 3603, Litchfield County, Connecticut",3271,3226,45,0
1400000US09005360400,"Census Tract 3604, Litchfield County, Connecticut",5829,5829,0,0
1400000US09005362101,"Census Tract 3621.01, Litchfield County, Connecticut",4136,3303,833,0
1400000US09005362102,"Census Tract 3621.02, Litchfield County, Connecticut",5587,546,5041,0
1400000US09005425300,"Census Tract 4253, Litchfield County, Connecticut",3986,3328,658,0
1400000US09005425400,"Census Tract 4254, Litchfield County, Connecticut",4429,2282,2147,0
1400000US09005425500,"Census Tract 4255, Litchfield County, Connecticut",3256,3256,0,0
1400000US09005425601,"Census Tract 4256.01, Litchfield County, Connecticut",1588,0,1588,0
1400000US09005425602,"Census Tract 4256.02, Litchfield County, Connecticut",1080,0,1080,0
1400000US09005425700,"Census Tract 4257, Litchfield County, Connecticut",5039,4708,331,0
1400000US09007541100,"Census Tract 5411, Middlesex County, Connecticut",2549,2519,30,0
1400000US09007541200,"Census Tract 5412, Middlesex County, Connecticut",5427,5339,88,0
1400000US09007541301,"Census Tract 5413.01, Middlesex County, Connecticut",2047,2047,0,0
1400000US09007541302,"Census Tract 5413.02, Middlesex County, Connecticut",4123,4123,0,0
1400000US09007541401,"Census Tract 5414.01, Middlesex County, Connecticut",3333,2444,889,0
1400000US09007541402,"Census Tract 5414.02, Middlesex County, Connecticut",5639,5639,0,0
1400000US09007541500,"Census Tract 5415, Middlesex County, Connecticut",3324,3324,0,0
1400000US09007541600,"Census Tract 5416, Middlesex County, Connecticut",1475,1475,0,0
1400000US09007541700,"Census Tract 5417, Middlesex County, Connecticut",3664,3664,0,0
1400000US09007542000,"Census Tract 5420, Middlesex County, Connecticut",4482,4482,0,0
1400000US09007542100,"Census Tract 5421, Middlesex County, Connecticut",3571,3571,0,0
1400000US09007542200,"Census Tract 5422, Middlesex County, Connecticut",1628,1605,23,0
1400000US09007550100,"Census Tract 5501, Middlesex County, Connecticut",5759,4382,1377,0
1400000US09007550201,"Census Tract 5502.01, Middlesex County, Connecticut",3877,2100,1777,0
1400000US09007550202,"Census Tract 5502.02, Middlesex County, Connecticut",3081,1140,1941,0
1400000US09007560100,"Census Tract 5601, Middlesex County, Connecticut",5789,3056,2733,0
1400000US09007560200,"Census Tract 5602, Middlesex County, Connecticut",3595,3595,0,0
1400000US09007570100,"Census Tract 5701, Middlesex County, Connecticut",5007,5007,0,0
1400000US09007570200,"Census Tract 5702, Middlesex County, Connecticut",3458,3458,0,0
1400000US09007570300,"Census Tract 5703, Middlesex County, Connecticut",5760,5576,184,0
1400000US09007580100,"Census Tract 5801, Middlesex County, Connecticut",4217,2428,1789,0
1400000US09007585100,"Census Tract 5851, Middlesex County, Connecticut",7152,2770,4382,0
1400000US09007590101,"Census Tract 5901.01, Middlesex County, Connecticut",3925,822,3103,0
1400000US09007590102,"Census Tract 5901.02, Middlesex County, Connecticut",4527,100,4427,0
1400000US09007595101,"Census Tract 5951.01, Middlesex County, Connecticut",3573,0,3573,0
1400000US09007595102,"Census Tract 5951.02, Middlesex County, Connecticut",5302,0,5302,0
1400000US09007600100,"Census Tract 6001, Middlesex County, Connecticut",3749,2073,1676,0
1400000US09007610100,"Census Tract 6101, Middlesex County, Connecticut",2146,2146,0,0
1400000US09007610200,"Census Tract 6102, Middlesex County, Connecticut",3689,3689,0,0
1400000US09007610300,"Census Tract 6103, Middlesex County, Connecticut",4150,3489,661,0
1400000US09007610400,"Census Tract 6104, Middlesex County, Connecticut",3200,3106,94,0
1400000US09007620100,"Census Tract 6201, Middlesex County, Connecticut",4415,2024,2391,0
1400000US09007630101,"Census Tract 6301.01, Middlesex County, Connecticut",4185,3899,286,0
1400000US09007630102,"Census Tract 6301.02, Middlesex County, Connecticut",2548,1908,640,0
1400000US09007640100,"Census Tract 6401, Middlesex County, Connecticut",6174,22,6152,0
1400000US09007670100,"Census Tract 6701, Middlesex County, Connecticut",4725,3620,1105,0
1400000US09007670200,"Census Tract 6702, Middlesex County, Connecticut",5756,5756,0,0
1400000US09007680101,"Census Tract 6801.01, Middlesex County, Connecticut",3161,1260,1901,0
1400000US09007680102,"Census Tract 6801.02, Middlesex County, Connecticut",3608,3608,0,0
1400000US09007680200,"Census Tract 6802, Middlesex County, Connecticut",6455,5023,1432,0
1400000US09007990100,"Census Tract 9901, Middlesex County, Connecticut",0,0,0,0
1400000US09009120100,"Census Tract 1201, New Haven County, Connecticut",6375,6375,0,0
1400000US09009120200,"Census Tract 1202, New Haven County, Connecticut",5950,5950,0,0
1400000US09009125100,"Census Tract 1251, New Haven County, Connecticut",4367,4367,0,0
1400000US09009125200,"Census Tract 1252, New Haven County, Connecticut",5888,5234,654,0
1400000US09009125300,"Census Tract 1253, New Haven County, Connecticut",5167,5167,0,0
1400000US09009125400,"Census Tract 1254, New Haven County, Connecticut",3496,3496,0,0
1400000US09009130101,"Census Tract 1301.01, New Haven County, Connecticut",5136,5117,19,0
1400000US09009130102,"Census Tract 1301.02, New Haven County, Connecticut",3177,3100,77,0
1400000US09009130201,"Census Tract 1302.01, New Haven County, Connecticut",3566,3387,179,0
1400000US09009130202,"Census Tract 1302.02, New Haven County, Connecticut",4869,4869,0,0
1400000US09009140101,"Census Tract 1401.01, New Haven County, Connecticut",1306,1306,0,0
1400000US09009140102,"Census Tract 1401.02, New Haven County, Connecticut",2526,2526,0,0
1400000US09009140200,"Census Tract 1402, New Haven County, Connecticut",543,543,0,0
1400000US09009140300,"Census Tract 1403, New Haven County, Connecticut",2750,2750,0,0
1400000US09009140400,"Census Tract 1404, New Haven County, Connecticut",3554,3554,0,0
1400000US09009140500,"Census Tract 1405, New Haven County, Connecticut",3775,3775,0,0
1400000US09009140600,"Census Tract 1406, New Haven County, Connecticut",4747,4747,0,0
1400000US09009140700,"Census Tract 1407, New Haven County, Connecticut",4275,4275,0,0
1400000US09009140800,"Census Tract 1408, New Haven County, Connecticut",3892,3892,0,0
1400000US09009140900,"Census Tract 1409, New Haven County, Connecticut",4478,4478,0,0
1400000US09009141000,"Census Tract 1410, New Haven County, Connecticut",3873,3873,0,0
1400000US09009141100,"Census Tract 1411, New Haven County, Connecticut",2805,2487,318,0
1400000US09009141200,"Census Tract 1412, New Haven County, Connecticut",4678,4678,0,0
1400000US09009141301,"Census Tract 1413.01, New Haven County, Connecticut",6316,6316,0,0
1400000US09009141400,"Census Tract 1414, New Haven County, Connecticut",4989,4989,0,0
1400000US09009141500,"Census Tract 1415, New Haven County, Connecticut",7614,7614,0,0
1400000US09009141600,"Census Tract 1416, New Haven County, Connecticut",5139,5139,0,0
1400000US09009141800,"Census Tract 1418, New Haven County, Connecticut",4523,4523,0,0
1400000US09009141900,"Census Tract 1419, New Haven County, Connecticut",5569,5569,0,0
1400000US09009142000,"Census Tract 1420, New Haven County, Connecticut",3451,3451,0,0
1400000US09009142100,"Census Tract 1421, New Haven County, Connecticut",1189,1189,0,0
1400000US09009142200,"Census Tract 1422, New Haven County, Connecticut",1671,1671,0,0
1400000US09009142300,"Census Tract 1423, New Haven County, Connecticut",5392,5392,0,0
1400000US09009142400,"Census Tract 1424, New Haven County, Connecticut",5916,5916,0,0
1400000US09009142500,"Census Tract 1425, New Haven County, Connecticut",5938,5938,0,0
